feature_number,Organism,network,activity,xic,log10,ra,asin,log2_change,net_act,combined_ID,binary_ID,ZodiacMF,ZodiacScore,C,H,N,O,P,S,NOSC,dG
11988,Porites lobata,91,recalcitrant,0,0,0,0,4.949999999999999,91,Diacetoxyscirpenol,2,C18H24N4O5,0.621621622,18,24,4,5,0,0,-0.11111111111111072,63.466666666666654
12006,Porites lobata,-1,recalcitrant,372022.52690625825,2.935799908833182,3.293115414236985e-5,3.2931154166178216e-5,-0.5039611751717478,-12006,no matches;no matches;no matches;no matches,3,C23H40N2O8,0.9996997,23,40,2,8,0,0,-0.7826086956521738,82.60434782608695
12006,Turf,-1,recalcitrant,3464037.080218779,3.420306295277323,2.475263886849426e-4,2.475263987954583e-4,-5.357427538692086,-12006,no matches;no matches;no matches;no matches,3,C23H40N2O8,0.9996997,23,40,2,8,0,0,-0.7826086956521738,82.60434782608695
12017,Dictyota,5800,recalcitrant,1674794.2132577873,6.211206985580515,4.902549642398069e-5,4.902549645124944e-5,-2.674230742806877,5800,Leu-Trp,1,C17H23N3O3,1,17,23,3,3,0,0,-0.47058823529411775,73.71176470588236
12017,Pocillopora verrucosa,5800,recalcitrant,0,0,0,0,4.949999999999999,5800,Leu-Trp,1,C17H23N3O3,1,17,23,3,3,0,0,-0.47058823529411775,73.71176470588236
12017,Porites lobata,5800,recalcitrant,1956463.0580039083,5.931923177652067,1.4145406393943012e-4,1.4145406549944965e-4,-3.19740294379322,5800,Leu-Trp,1,C17H23N3O3,1,17,23,3,3,0,0,-0.47058823529411775,73.71176470588236
12017,Turf,5800,recalcitrant,2210519.1376992087,3.3227621865428536,1.5795495446575337e-4,1.5795495709304642e-4,-3.2023068341716283,5800,Leu-Trp,1,C17H23N3O3,1,17,23,3,3,0,0,-0.47058823529411775,73.71176470588236
12018,Dictyota,688,recalcitrant,1983486.7840312542,6.288721030646553,5.775935768828863e-5,5.775935773040721e-5,-0.04633196168483838,688,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",3,C18H33O6,0.997597598,18,33,0,6,0,0,-1.166666666666667,93.55000000000001
12018,Pocillopora verrucosa,688,recalcitrant,5206680.860132843,6.71652470026279,1.2681885160458663e-4,1.2681885194920157e-4,-1.9555340754364847,688,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",3,C18H33O6,0.997597598,18,33,0,6,0,0,-1.166666666666667,93.55000000000001
12018,Porites lobata,688,recalcitrant,4234759.180964831,6.623533931612245,3.342628795144532e-4,3.3426288574396276e-4,-1.7366912871240714,688,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",3,C18H33O6,0.997597598,18,33,0,6,0,0,-1.166666666666667,93.55000000000001
12018,Turf,688,recalcitrant,523791.58707812225,3.010094464460155,3.7428075095782106e-5,3.742807513073645e-5,-0.10063614745673277,688,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",3,C18H33O6,0.997597598,18,33,0,6,0,0,-1.166666666666667,93.55000000000001
12023,Turf,4148,recalcitrant,1366944.7284999916,6.106426125110083,8.782168383716102e-5,8.78216839771921e-5,0.13765224510223187,4148,"Organic compounds;Phenylpropanoids and polyketides;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12024,Pocillopora verrucosa,1284,recalcitrant,135781.29165429887,2.7169357652996076,3.1236694452586193e-6,3.1236694452789384e-6,-0.507809046582671,1284,Palmitoyl N-Isopropylamide,2,C20H43NO4,1,20,43,1,4,0,0,-1.5999999999999996,105.89999999999998
12024,Turf,1284,recalcitrant,1534942.185109356,3.243561079593493,1.0968089749671435e-4,1.0968089837634781e-4,-0.7488133913760459,1284,Palmitoyl N-Isopropylamide,2,C20H43NO4,1,20,43,1,4,0,0,-1.5999999999999996,105.89999999999998
12033,Turf,5283,recalcitrant,22615695.917695317,6.860897522597746,0.0016096628459438258,0.0016096654420751668,-3.764609889512407,5283,Chlormadinone acetate,1,C8H22N10O4,0.858158158,8,22,10,4,0,0,2,3.299999999999997
12037,Turf,576,recalcitrant,554307.219539067,3.0223904612396004,3.960860149506003e-5,3.960860153648644e-5,-0.7457390253384126,576,Octabenzone,2,C22H51N7O5,0.96046046,22,51,7,5,0,0,-0.9090909090909092,86.2090909090909
12038,Dictyota,200,depletolite,3054582.799913984,6.466788314813157,8.342353076295537e-5,8.342353086685199e-5,-4.942516325928649,200,Organic compounds;Lipids and lipid-like molecules;Glycerophospholipids;nan,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12038,Pocillopora verrucosa,200,depletolite,1119673.7458593855,6.046681029211623,2.7095495762919782e-5,2.709549576626062e-5,-2.0352182632770974,200,Organic compounds;Lipids and lipid-like molecules;Glycerophospholipids;nan,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12043,Pocillopora verrucosa,732,recalcitrant,2922596.4125429518,6.332824105656746,7.377422413655564e-5,7.377422430335063e-5,-4.954025083224441,732,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,3,C21H35N11O5,0.949249249,21,35,11,5,0,0,0.38095238095238093,49.44285714285714
12060,CCA,195,recalcitrant,1868676.8595859464,6.262867912764815,1.7484898399548976e-4,1.7484898488987743e-4,1.4124326867260628,195,Organic compounds;Organoheterocyclic compounds;Tetrahydroisoquinolines;nan,3,C2H23N23O3,1,NA,NA,NA,NA,NA,NA,NA,NA
12060,Porites lobata,195,recalcitrant,37099017.01789844,7.56690256525796,0.0030008327448751105,0.0030008378473474185,-2.4207519276414793,195,Organic compounds;Organoheterocyclic compounds;Tetrahydroisoquinolines;nan,3,C2H23N23O3,1,NA,NA,NA,NA,NA,NA,NA,NA
12068,Pocillopora verrucosa,213,recalcitrant,36127893.38312912,3.929436320138341,8.311277298036262e-4,8.311281125513337e-4,-6.691870588089283,213,"Ethanone, 1-[1-(2-cyclohexylethyl)-1H-indol-3-yl]-2-(2-methoxyphenyl)-",2,C11H29N7O7,0.93033033,11,29,7,7,0,0,0.5454545454545454,44.75454545454545
12072,Dictyota,1295,recalcitrant,5239755.741628943,6.378444433687041,1.31160891669571e-4,1.3116089287744013e-4,-2.4214230090184596,1295,Organic compounds;Organoheterocyclic compounds;Prenol lipids;Carbohydrates and carbohydrate conjugates,3,C21H31O5P,1,21,31,0,5,1,0,-1.2380952380952381,95.58571428571429
12074,Dictyota,147,recalcitrant,5512057.238328135,6.7266354232352645,1.5111131469504086e-4,1.5111131529821524e-4,0.9259709078620838,147,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,3,C13H25NO10,1,13,25,1,10,0,0,-0.1538461538461542,64.6846153846154
12077,Pocillopora verrucosa,-1,recalcitrant,1026164.5240742217,3.156123601846464,2.360707230433476e-5,2.3607072313105478e-5,-1.8184958704083214,-12077,no matches;no matches;no matches;no matches,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12079,Dictyota,437,recalcitrant,3063647.615470712,6.476312884926749,8.449859590942203e-5,8.449859601196698e-5,-0.3894916705678143,437,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",3,C29H59NO15,1,29,59,1,15,0,0,-0.8965517241379306,85.85172413793101
12080,CCA,1665,recalcitrant,1192078.4034902307,3.188667498946981,1.4405287336124225e-4,1.440528753540919e-4,-0.9280407508529852,1665,Leukotriene B4 ethanolamide,2,C14H27N4O2P,0.592592593,14,27,4,2,1,0,-1.1428571428571432,92.87142857142858
12091,Dictyota,2186,recalcitrant,2444579.1751250112,6.340588566583558,6.529001462954093e-5,6.529001469115185e-5,-1.0478848393107527,2186,Organic compounds;Organoheterocyclic compounds;Indoles and derivatives;Diterpenoids,3,C19H31O4P,1,19,31,0,4,1,0,-1.473684210526316,102.30000000000001
12092,Dictyota,-1,recalcitrant,5110477.358929696,6.5605977768045936,1.315179164758209e-4,1.3151791730477678e-4,-1.4203576333502852,-12092,no matches;no matches;no matches;no matches,3,C22H29N5O4,0.614014014,22,29,5,4,0,0,-0.2727272727272725,68.07272727272726
12094,Dictyota,459,recalcitrant,1540013.3595898505,3.2442773125087636,3.7912329693055794e-5,3.791232972938452e-5,-4.53200978195383,459,Organic compounds;Organoheterocyclic compounds;Diazanaphthalenes;nan,3,C17H23N2O8,1,17,23,2,8,0,0,-0.0588235294117645,61.97647058823529
12097,Dictyota,485,recalcitrant,1170618.901707023,6.026203810127407,3.1367980901153054e-5,3.136798090773159e-5,-0.4085527830422167,485,Hematoporphyrin,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12098,Pocillopora verrucosa,3181,recalcitrant,1571169.784105977,6.194523928245895,3.84269074468517e-5,3.842690745688431e-5,0.27464141848705975,3181,"Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Amino acids, peptides, and analogues",3,C23H41N11O3,0.534634635,23,41,11,3,0,0,-0.08695652173913082,62.77826086956522
12102,Dictyota,-1,recalcitrant,1523441.0878867183,5.959730383863459,3.864170221872228e-5,3.8641702244491864e-5,-4.304053263554988,-12102,no matches;no matches;no matches;no matches,3,C22H33N11O5,1,22,33,11,5,0,0,0.4545454545454546,47.345454545454544
12105,Dictyota,-1,recalcitrant,1957273.5524941417,5.561219688476622,4.831286729130286e-5,4.831286736394885e-5,-4.053207620997712,-12105,no matches;no matches;no matches;no matches,3,C12H18N2O4S,0.9996997,12,18,2,4,0,1,-0.16666666666666696,65.05000000000001
12106,CCA,247,recalcitrant,0,0,0,0,4.949999999999999,247,Spectral Match to N-Acetyl-D-glucosamine from NIST14,2,C16H28N2O9,0.852852853,16,28,2,9,0,0,-0.25,67.425
12106,Dictyota,247,recalcitrant,3344266.464343747,5.899703868933711,8.268882148669467e-5,8.268882184300755e-5,-3.813797321215757,247,Spectral Match to N-Acetyl-D-glucosamine from NIST14,2,C16H28N2O9,0.852852853,16,28,2,9,0,0,-0.25,67.425
12119,Pocillopora verrucosa,-1,recalcitrant,1198870.9642422104,6.0320966563936675,2.9883781212778727e-5,2.9883781220339292e-5,1.492284016604744,-12119,no matches;no matches;no matches;no matches,3,C16H27NO8,1,16,27,1,8,0,0,-0.5,74.55
1213,Dictyota,324,accumolite,1031531.0523554705,5.911267061034785,2.6895247256861428e-5,2.689524726276201e-5,2.6715396618207374,324,Bis(2-ethylhexyl) adipate,2,C20H32O8,1,20,32,0,8,0,0,-0.7999999999999998,83.1
1213,Pocillopora verrucosa,324,accumolite,167404.95373437364,5.221243578202298,4.050551597248417e-6,4.050551597259586e-6,6.945961687042806,324,Bis(2-ethylhexyl) adipate,2,C20H32O8,1,20,32,0,8,0,0,-0.7999999999999998,83.1
1213,Turf,324,accumolite,98099.78054296813,2.6463501225112043,5.966258243973735e-6,5.966258244115319e-6,6.685692677574858,324,Bis(2-ethylhexyl) adipate,2,C20H32O8,1,20,32,0,8,0,0,-0.7999999999999998,83.1
12132,CCA,1382,recalcitrant,2293177.2086210875,6.343812611120887,2.107213105382631e-4,2.10721312105959e-4,0.13963008468967464,1382,"Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",3,C14H22O7,1,14,22,0,7,0,0,-0.5714285714285712,76.58571428571427
12132,Dictyota,1382,recalcitrant,1823775.0853671874,6.179015833666049,4.790817441011096e-5,4.790817444020433e-5,-1.4809954691309037,1382,"Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",3,C14H22O7,1,14,22,0,7,0,0,-0.5714285714285712,76.58571428571427
12132,Pocillopora verrucosa,1382,recalcitrant,1894256.5141679589,6.275705405032523,4.5880180090592735e-5,4.588018010674648e-5,0.320023997078215,1382,"Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",3,C14H22O7,1,14,22,0,7,0,0,-0.5714285714285712,76.58571428571427
12132,Porites lobata,1382,recalcitrant,25164410.175627016,7.378577786501092,0.0020796670077162984,0.002079669244754182,0.24095276231742652,1382,"Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",3,C14H22O7,1,14,22,0,7,0,0,-0.5714285714285712,76.58571428571427
12135,Pocillopora verrucosa,-1,recalcitrant,1746561.470828119,6.1988613453445804,4.1519483107493524e-5,4.151948312457117e-5,1.6124006832800073,-12135,no matches;no matches;no matches;no matches,3,C17H20N4O6,1,17,20,4,6,0,0,0.23529411764705888,53.59411764705882
12147,CCA,1428,recalcitrant,1237855.9184687554,3.196850134276212,1.4958470964708252e-4,1.4958471187844624e-4,-6.6,1428,"Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",3,C24H35NO3,1,24,35,1,3,0,0,-1.083333333333333,91.17499999999998
12147,Dictyota,1428,recalcitrant,6482931.98925006,3.556400747357889,1.595980018118579e-4,1.5959800452199405e-4,-4.332912821062265,1428,"Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",3,C24H35NO3,1,24,35,1,3,0,0,-1.083333333333333,91.17499999999998
12152,CCA,84,recalcitrant,12055239.342064457,6.540618424008047,0.0014451436733556842,0.0014451456061504984,-2.681788012436728,84,"1,3-Dicyclohexylurea",1,C13H24N2O,1,13,24,2,1,0,0,-1.2307692307692308,95.37692307692308
12152,Dictyota,84,recalcitrant,12277976.788982425,6.65765293059241,3.0554022138912717e-4,3.05540237907197e-4,-2.624790999242788,84,"1,3-Dicyclohexylurea",1,C13H24N2O,1,13,24,2,1,0,0,-1.2307692307692308,95.37692307692308
12156,Dictyota,-1,recalcitrant,7918698.4419140825,6.418744681435279,1.966230787037094e-4,1.9662308323650386e-4,-4.569911066531084,-12156,Nortilidine,2,C14H31N3O7P,0.999199199,14,31,3,7,1,0,-0.9285714285714288,86.76428571428572
12161,Pocillopora verrucosa,91,recalcitrant,118430702.4139136,8.058345336062088,0.0028415774106287425,0.0028415817284919227,0.05355305665060113,91,Euphorbiasteroid,2,C21H28N4O7,0.617117117,21,28,4,7,0,0,-0.0952380952380949,63.014285714285705
12161,Porites lobata,91,recalcitrant,1099583.6005546798,6.039058922217903,8.700957557379814e-5,8.700957568360157e-5,0.14632683598583537,91,Euphorbiasteroid,2,C21H28N4O7,0.617117117,21,28,4,7,0,0,-0.0952380952380949,63.014285714285705
12169,Pocillopora verrucosa,91,recalcitrant,10309107.600015566,7.011628862590856,2.4974448348991085e-4,2.49744486093484e-4,-0.6317469945055997,91,".DELTA.2-Androstene-1.alpha.,17.beta.-diol acetate",2,C16H37NO10P,0.782082082,16,37,1,10,1,0,-1.1875,94.14375
12173,Porites lobata,6337,recalcitrant,0,0,0,0,3.3,6337,Organic compounds;Organoheterocyclic compounds;Prenol lipids;nan,3,C15H33O6P,1,15,33,0,6,1,0,-1.7333333333333334,109.69999999999999
12177,Turf,336,depletolite,1058937.6121542952,6.024706115836679,6.988004625311885e-5,6.988004631047153e-5,-0.16466129626976267,336,Levetiracetam,2,C13H22N2O2,0.999199199,13,22,2,2,0,0,-0.9230769230769234,86.6076923076923
12180,Pocillopora verrucosa,4013,depletolite,23020102.063617356,7.362106759870837,5.603487936255498e-4,5.603488232289315e-4,-3.4303007803454695,4013,"Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",3,C20H39NO6,1,20,39,1,6,0,0,-1.2000000000000002,94.5
12197,Pocillopora verrucosa,-1,recalcitrant,142651957.43449968,8.130493512849425,0.0034107852307318784,0.003410793312568668,0.8057012683545803,-12197,"5,6,7,3',4'-Pentamethoxyflavone",2,C20H27N,1,20,27,1,0,0,0,-1.2000000000000002,94.5
12197,Turf,-1,recalcitrant,108038575.84749936,7.987803071147189,0.007395891009826105,0.007396008787066739,0.9001575255731991,-12197,"5,6,7,3',4'-Pentamethoxyflavone",2,C20H27N,1,20,27,1,0,0,0,-1.2000000000000002,94.5
12207,Pocillopora verrucosa,-1,recalcitrant,58247408.19549992,4.033153302472623,0.0013399905615055264,0.0013399921655461488,-0.9879253923455322,-12207,"5,6,7,3',4'-Pentamethoxyflavone",2,C18H23N,1,18,23,1,0,0,0,-1.1111111111111107,91.96666666666665
12209,Pocillopora verrucosa,165,recalcitrant,56383828.05833208,7.635870324879493,0.0013240705649922243,0.0013240713814898749,-3.4828115217286193,165,"4,5-Epoxy-7Z,10Z,13Z,16Z,19Z-docosapentaenoic acid, methyl ester",2,C18H24O3,1,18,24,0,3,0,0,-1,88.8
12232,Dictyota,-1,recalcitrant,866838.3452460878,3.1194841802922553,2.7853455311666827e-5,2.7853455326072913e-5,-0.7729458382880561,-12232,no matches;no matches;no matches;no matches,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12308,Pocillopora verrucosa,585,recalcitrant,2153357.9920390616,3.3170731665184414,4.953833096212788e-5,4.9538331043174114e-5,-6.6,585,Organic compounds;Organoheterocyclic compounds;Macrolactams;nan,3,C22H39O9,0.996696697,22,39,0,9,0,0,-0.9545454545454541,87.50454545454544
12311,Pocillopora verrucosa,113,recalcitrant,5916182.702927757,6.764639427551661,1.4544339917607694e-4,1.4544339977419764e-4,-4.885806077743416,113,"Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",3,C14H40N8O4P,1,14,40,8,4,1,0,-0.9285714285714288,86.76428571428572
12326,Turf,-1,recalcitrant,2843959.6471484103,6.387878976709118,1.958378018389689e-4,1.9583780430700712e-4,1.1916986442936428,-12326,Phe Arg Gly,1,C24H28NO3,1,24,28,1,3,0,0,-0.791666666666667,82.86250000000001
12355,Pocillopora verrucosa,-1,recalcitrant,2727636.16896483,6.405984312303495,6.769336373339233e-5,6.769336381053048e-5,-2.518864160951039,-12355,no matches;no matches;no matches;no matches,3,C12H37N10P2,0.999099099,12,37,10,0,2,0,-1.416666666666667,100.67500000000001
12359,Pocillopora verrucosa,-1,recalcitrant,1911330.5994043,6.271931204948858,4.7046324724777175e-5,4.704632474559249e-5,-3.476693305567871,-12359,no matches;no matches;no matches;no matches,3,C13H25NO5,1,13,25,1,5,0,0,-0.9230769230769234,86.6076923076923
12361,Dictyota,-1,recalcitrant,33959382.87703125,7.522689041446812,9.882694061713203e-4,9.882696157203993e-4,-0.27830336547824386,-12361,"11.beta.,21-Dihydroxy-5.beta.-pregnane-3,20-dione",1,C9H26N10O,1,9,26,10,1,0,0,0.6666666666666665,41.3
12387,Pocillopora verrucosa,17,depletolite,2748101.4242635584,6.42570210066023,6.599300526923931e-5,6.59930053224239e-5,-5.786296900716822,17,cis-9-Hexadecenoic acid,2,C18H39NO3P2,0.9996997,18,39,1,3,2,0,-2.2222222222222223,123.63333333333333
12400,Dictyota,1914,recalcitrant,1584607.11276171,6.131736515542126,4.1873026506706346e-5,4.1873026525272725e-5,-1.3039550402397093,1914,Organic compounds;Benzenoids;Benzene and substituted derivatives;Monoterpenoids,3,C12H36N8O2P2,1,12,36,8,2,2,0,-1.5,103.05
12422,Pocillopora verrucosa,21,depletolite,3069534.285519533,6.463050829379423,7.60371357199096e-5,7.603713582357228e-5,-5.6817233444077715,21,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,3,C22H41NO5,1,22,41,1,5,0,0,-1.2727272727272725,96.57272727272726
12424,CCA,454,recalcitrant,6242438.104617195,6.7057996677035945,5.295797467882368e-4,5.295797836413283e-4,-0.9821468756834981,454,Organic compounds;Benzenoids;Benzene and substituted derivatives;nan,3,C20H25N21,1,20,25,21,0,0,0,1.9,6.149999999999999
12436,Dictyota,90,recalcitrant,11873818.373875007,7.0744015351001135,3.3560661198126055e-4,3.3560661848301666e-4,1.0976131857172762,90,Organic compounds;Phenylpropanoids and polyketides;Benzene and substituted derivatives;nan,3,C22H27N9O3,0.443143143,22,27,9,3,0,0,0.27272727272727293,52.52727272727272
12440,Porites lobata,667,recalcitrant,4397160.9318242185,6.581912642841477,3.3307478710828804e-4,3.3307479638433705e-4,-3.4722060182697665,667,Pantothenic acid,2,C9H17NO5,1,9,17,1,5,0,0,-0.44444444444444464,72.96666666666667
12462,Pocillopora verrucosa,242,recalcitrant,253846.34196485044,5.398508568925861,6.122320994897683e-6,6.122320994937374e-6,0.12081531583175864,242,Docosahexaenoic acid ethyl ester,2,C19H31N5O3,1,19,31,5,3,0,0,-0.5263157894736841,75.3
12484,Dictyota,338,recalcitrant,6548572.61997267,6.469284416083181,1.6384482694507965e-4,1.6384482931481117e-4,-1.2777559764196134,338,.alpha.-Pyrrolidinopropiophenone,2,C15H21NO4,1,15,21,1,4,0,0,-0.666666666666667,79.30000000000001
12494,Dictyota,-1,recalcitrant,2324329.169671836,6.310696292423717,7.010382860453644e-5,7.010382871826411e-5,0.4651301142598744,-12494,no matches;no matches;no matches;no matches,3,C25H46N4O6,0.277477477,25,46,4,6,0,0,-0.8799999999999999,85.38
12504,Pocillopora verrucosa,3153,recalcitrant,6469909.025570286,6.810723971157808,1.5772009159294466e-4,1.5772009226036425e-4,-0.21230885639014174,3153,Dihydroisoferulic acid,2,C11H19NO5,1,11,19,1,5,0,0,-0.5454545454545459,75.84545454545456
12504,Porites lobata,3153,recalcitrant,1225580.0700566457,6.036794759493993,9.321269056402967e-5,9.321269075479181e-5,-0.7984023024625355,3153,Dihydroisoferulic acid,2,C11H19NO5,1,11,19,1,5,0,0,-0.5454545454545459,75.84545454545456
12505,Pocillopora verrucosa,-1,recalcitrant,2096435.3575312498,6.320779233811816,5.086757607153882e-5,5.0867576093475807e-5,-0.8021335401230696,-12505,no matches;no matches;no matches;no matches,3,C16H30N2O7S3,0.498298298,16,30,2,7,0,3,-0.25,67.425
12512,CCA,-1,recalcitrant,3304897.6112031373,6.513027014651196,3.3667439180311927e-4,3.3667440097915377e-4,-0.0037692980884335425,-12512,no matches;no matches;no matches;no matches,3,C24H36O8,1,24,36,0,8,0,0,-0.833333333333333,84.04999999999998
12512,Pocillopora verrucosa,-1,recalcitrant,15274167.457085742,7.0164249833886405,3.867153075372329e-4,3.867153337746169e-4,-2.9957684098173147,-12512,no matches;no matches;no matches;no matches,3,C24H36O8,1,24,36,0,8,0,0,-0.833333333333333,84.04999999999998
12519,Pocillopora verrucosa,980,depletolite,1935471.841656193,6.2838942597699825,4.681163675857658e-5,4.681163677586149e-5,-1.0048256176985229,980,Organic compounds;Lipids and lipid-like molecules;Steroids and steroid derivatives;Triterpenoids,3,C25H48N2O10P2,0.65005005,25,48,2,10,2,0,-1.2800000000000002,96.78
12519,Porites lobata,980,depletolite,1020892.0604531378,5.999459440947785,7.98465133652233e-5,7.984651345274749e-5,-2.384023280114268,980,Organic compounds;Lipids and lipid-like molecules;Steroids and steroid derivatives;Triterpenoids,3,C25H48N2O10P2,0.65005005,25,48,2,10,2,0,-1.2800000000000002,96.78
12521,Porites lobata,-1,recalcitrant,2695877.5482578734,3.3658651190324425,2.386370519788561e-4,2.3863706103873539e-4,-6.18842566844874,-12521,no matches;no matches;no matches;no matches,3,C12H39N10O4P2,1,12,39,10,4,2,0,-0.916666666666667,86.42500000000001
12560,Turf,1766,recalcitrant,2107447.9118984314,6.3235594966298905,1.3904258055194224e-4,1.390425810033694e-4,-0.35971972675343084,1766,2-Arachidonoylglycerol,2,C22H39N11O5,0.94004004,22,39,11,5,0,0,0.18181818181818166,55.11818181818182
12591,CCA,-1,recalcitrant,925719.579837891,5.966359703286429,9.128320942726503e-5,9.12832095786325e-5,1.5412176333411716,-12591,Prostaglandin A1 methyl ester,2,C11H21NO7,1,11,21,1,7,0,0,-0.3636363636363633,70.66363636363636
12591,Dictyota,-1,recalcitrant,11737316.128636723,6.584462238613343,2.9137964433941676e-4,2.913796591315186e-4,-2.5268515502575357,-12591,Prostaglandin A1 methyl ester,2,C11H21NO7,1,11,21,1,7,0,0,-0.3636363636363633,70.66363636363636
12614,CCA,3232,recalcitrant,1435306.489039063,6.156920348472923,1.4111147750786425e-4,1.4111147805860334e-4,-3.9107850610288395,3232,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;Fatty acids and conjugates,3,C22H43O3,0.996696697,22,43,0,3,0,0,-1.6818181818181817,108.23181818181817
12614,Dictyota,3232,recalcitrant,11374977.072523437,3.6784902723585913,2.800312596894055e-4,2.800312743289763e-4,-4.846726584208789,3232,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;Fatty acids and conjugates,3,C22H43O3,0.996696697,22,43,0,3,0,0,-1.6818181818181817,108.23181818181817
12617,Dictyota,786,recalcitrant,38704743.72312498,7.081866045547955,9.600974255994934e-4,9.600979602416179e-4,-2.536222924526508,786,Organic compounds;Organoheterocyclic compounds;Indoles and derivatives;Indolecarboxylic acids and derivatives,3,C15H25NO8,0.998798799,15,25,1,8,0,0,-0.40000000000000036,71.7
12618,Dictyota,-1,recalcitrant,14104870.04861325,6.959638832046119,3.597800560997611e-4,3.5978007533048846e-4,-1.941488545056892,-12618,no matches;no matches;no matches;no matches,3,C24H44N4O4,0.656356356,24,44,4,4,0,0,-1,88.8
12620,Dictyota,199,recalcitrant,56095186.089187466,7.04153702065508,0.0013850560283998543,0.0013850577334519514,-4.385854047851178,199,Spiroxamine,2,C12H22N2O2,1,12,22,2,2,0,0,-1,88.8
12620,Pocillopora verrucosa,199,recalcitrant,231176.6008964827,5.3593202589627165,5.581976720055586e-6,5.581976720085295e-6,2.528870088780975,199,Spiroxamine,2,C12H22N2O2,1,12,22,2,2,0,0,-1,88.8
12622,Dictyota,4132,recalcitrant,3323740.0448124823,6.1704465939104,8.313190925412116e-5,8.313190956505087e-5,-5.278786909198497,4132,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Sesquiterpenoids,3,C18H36N2O3,1,18,36,2,3,0,0,-1.333333333333333,98.29999999999998
12624,Dictyota,165,recalcitrant,53259416.57098628,7.524077517363004,0.0013554639086673793,0.001355464969939962,-2.3008651402122093,165,B10A09,2,C18H24O5,1,18,24,0,5,0,0,-0.7777777777777777,82.46666666666667
12625,Dictyota,-1,recalcitrant,159258506.23289067,7.71879771227356,0.003953885505138095,0.003953922430675474,-4.326342389044822,-12625,no matches;no matches;no matches;no matches,3,C18H24O7,1,18,24,0,7,0,0,-0.5555555555555554,76.13333333333333
12630,Dictyota,436,recalcitrant,31954612.986843746,7.0533389499468875,7.944312285732739e-4,7.944315226584716e-4,-2.4713559816602766,436,3-Methylglutarylcarnitine,2,C16H21NO4,1,16,21,1,4,0,0,-0.625,78.1125
12631,Dictyota,165,recalcitrant,34859448.27001182,7.306452186335983,8.825433507212661e-4,8.825436658315567e-4,-2.1198468512616415,165,"5(6)-Epoxy-8Z,11Z,14Z,17Z-eicosatetraenoic acid, methyl ester",2,C14H27NO2P,1,14,27,1,2,1,0,-1.7857142857142856,111.19285714285714
12635,Dictyota,505,recalcitrant,27922785.816777334,7.1265543792213215,7.002426952047463e-4,7.002428745046186e-4,-3.2600297790299444,505,1-Methyladenosine,2,C15H21N2O3P,0.646946947,15,21,2,3,1,0,-0.9333333333333336,86.9
12637,Dictyota,7315,recalcitrant,1667183.4724687492,3.261506761099168,4.10430267201595e-5,4.1043026766251636e-5,-1.217797105008702,7315,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12644,Dictyota,-1,recalcitrant,14322472.84439843,6.876122852773736,3.6060323659054493e-4,3.6060325978918406e-4,-2.950191562791865,-12644,no matches;no matches;no matches;no matches,3,C13H18N2O4,1,13,18,2,4,0,0,-0.3076923076923075,69.06923076923076
