DayNight,feature_number,CCA_log2,Dictyota_log2,Pocillopora verrucosa_log2,Porites lobata_log2,Turf_log2,Water control_log2,Organism,greater,lesser,FDR_greater,FDR_lesser,activity,CCA_xic,Dictyota_xic,Pocillopora verrucosa_xic,Porites lobata_xic,Turf_xic,Water control_xic,network,combined_ID,binary_ID,canopus_annotation,canopus_probability,chemontid,level,SUBCLASS,CHEMONT_STRING,level 1,level 2,level 3,level 4,level 5,level 6,level 7,level 8,ZodiacMF,characterization scores,C,H,N,O,P,S,NOSC,dG,inchi_binary,inchi_combined,simplified_makeup,inchi,inchi_key
Day,13211,-3.293139416423315,-3.696614729871046,-3.045620247148328,-4.102481912063185,-2.765815077894837,-3.7239448803255084,CCA,0.9979962228737305,0.0020037771262694545,0.9999999999998594,0.030997087848146445,depletolite,454297.94220459426,908215.2759531286,590330.7211093438,658925.2661572283,584484.8284926708,522848.5038549821,-1,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C18H39N2O2P,Bad quality,18,39,2,2,1,0,-1.8888888888888893,114.13333333333334,3,N/A,uncharacterized,NA,NA
Day,13232,-8.087703846663304,0,0,-8.785936508455904,0,7.961841089857973,CCA,0.9999999999905478,9.452282627520488e-12,0.9999999999998594,4.4831944338486494e-10,depletolite,272045.4420000068,1000,1000,441398.06914064847,1000,1000,-1,Dialkyl ethers,N/A,Dialkyl ethers,0.95,CHEMONTID:0001167,5,CHEMONTID:0000254,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0000254;CHEMONTID:0001167,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers,NA,NA,NA,C19H41NO6,Bad quality,19,41,1,6,0,0,-1.3684210526315788,99.29999999999998,3,N/A,uncharacterized,"InChI=1S/C19H41NO6/c1-2-3-4-5-6-7-8-9-12-26-13-10-11-20-14-16(22)18(24)19(25)17(23)15-21/h16-25H,2-15H2,1H3",UVWMGEVCJRZSAF-UHFFFAOYSA-N
Day,13233,-6.011755983844731,-6.798530017046201,-13.488307717005348,-8.168917753829641,0,0,CCA,0.9999999999793256,2.0674411354319347e-11,0.9999999999998594,6.696690546427763e-10,depletolite,64523.64271874892,111316.99179687594,11491724.706324015,287798.99697265064,1000,1000,21,3-Hydroxyhexadecanoylcarnitine,2,Carboxylic acid derivatives,0.99,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,C24H47NO5,Good,24,47,1,5,0,0,-1.416666666666667,100.67500000000001,2,"InChI=1S/C23H45NO5/c1-5-6-7-8-9-10-11-12-13-14-15-16-20(25)17-23(28)29-21(18-22(26)27)19-24(2,3)4/h20-21,25H,5-19H2,1-4H3/t20?,21-/m1/s1",CHON,"InChI=1S/C24H47NO5/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-24(29,20-22(26)27)21-23(28)30-19-18-25(2)3/h29H,4-21H2,1-3H3,(H,26,27)",NWVMBFKKUFXQTB-UHFFFAOYSA-N
Day,13294,-6.5112695427465015,-5.691221337965185,-1.6584638696188407,-3.8432953240033068,-7.075545137049776,0.5818659396650979,CCA,0.9999999999966631,3.3368540524635004e-12,0.9999999999998594,1.8193373067208844e-10,depletolite,91219.44849804678,51668.79517578111,482388.18245312327,691239.0836230484,134881.16920117126,30985.993935546627,21,Decanoyl-L-carnitine,1,Carboxylic acid derivatives,1,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,C17H33NO4,Good,17,33,1,4,0,0,-1.2941176470588234,97.18235294117646,1,"InChI=1S/C17H33NO4/c1-5-6-7-8-9-10-11-12-17(21)22-15(13-16(19)20)14-18(2,3)4/h15H,5-14H2,1-4H3/t15-/m1/s1",CHON,"InChI=1S/C17H33NO4/c1-5-6-7-8-9-10-11-12-17(21)22-15(13-16(19)20)14-18(2,3)4/h15H,5-14H2,1-4H3/p+1",LZOSYCMHQXPBFU-UHFFFAOYSA-O
Day,13307,-1.1595717469307105,1.9743619140961148,-0.6588648904225702,-1.011852555366324,-0.3129424421939626,-0.013570954008803622,CCA,0.9998521101060347,1.478898939652709e-4,0.9999999999998594,0.0033847140408009143,depletolite,3651379.568890638,1616729.4528126023,3003806.1134139923,3411969.016492196,2544928.895710933,3017340.890794904,167,"8(9)-Epoxy-5Z,11Z,14Z,17Z-eicosatetraenoic acid",2,Carbonyl compounds,0.81,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,C18H26O3,Good,18,26,0,3,0,0,-1.1111111111111107,91.96666666666665,2,"InChI=1S/C20H30O3/c1-2-3-4-5-6-7-8-9-12-15-18-19(23-18)16-13-10-11-14-17-20(21)22/h3-4,6-7,9-10,12-13,18-19H,2,5,8,11,14-17H2,1H3,(H,21,22)/b4-3-,7-6-,12-9-,13-10-",CHO,"InChI=1S/C18H26O3/c1-17-9-4-10-18(2,16(20)21-3)15(17)8-5-12-11-13(19)6-7-14(12)17/h11,14-15H,4-10H2,1-3H3",ZSISCNCQVRABBK-UHFFFAOYSA-N
Day,13409,-5.196444569643675,0,2.128735006763943,-5.375976007242904,0,0,CCA,0.9999999999698873,3.011266829675478e-11,0.9999999999998594,7.996528600570033e-10,depletolite,36667.870279296665,1000,53305.04001757855,41526.94992187488,1000,1000,62,Suberic acid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C3H14N10,Bad quality,NA,NA,NA,NA,NA,NA,NA,NA,2,"InChI=1S/C8H14O4/c9-7(10)5-3-1-2-4-6-8(11)12/h1-6H2,(H,9,10)(H,11,12)",uncharacterized,NA,NA
Day,13466,-7.005237493280265,-1.1353000318460353,0.17074276885143136,4.311148812961135,-0.07364096012164364,4.66714372419651,CCA,0.9999999999973508,2.649193951625077e-12,0.9999999999998594,1.6098786856596588e-10,depletolite,128465.5297812493,413138.8291914066,81602.34058593863,1000,80749.61455664065,1000,1745,Stearamide,2,Primary amines,0.96,CHEMONTID:0002450,5,CHEMONTID:0002449,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449;CHEMONTID:0002450,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Primary amines,NA,NA,NA,C16H28N10O4,Low probability,16,28,10,4,0,0,0.625,42.4875,2,"InChI=1S/C18H37NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h2-17H2,1H3,(H2,19,20)",uncharacterized,NA,NA
Day,13488,-6.155777716725339,-0.39157092285886064,4.207168712973246,4.950332548116072,-1.1817170668985435,0.26771874353546005,CCA,0.9999999999805608,1.943920998003374e-11,0.9999999999998594,6.560510569254876e-10,depletolite,71297.40765624981,120832.459062501,1000,1000,135481.32023437676,64593.24439062498,-1,Carbonyl compounds,N/A,Carbonyl compounds,0.95,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,C19H22N2O4,Good,19,22,2,4,0,0,-0.4210526315789478,72.30000000000001,3,N/A,CHON,"InChI=1S/C19H22N2O4/c20-17(11-13-4-2-1-3-5-13)19(25)21-15(12-18(23)24)10-14-6-8-16(22)9-7-14/h1-9,15,17,22H,10-12,20H2,(H,21,25)(H,23,24)",XIFVTSQEOOPGGE-UHFFFAOYSA-N
Day,13520,-7.53125517225343,-3.193082764018441,-1.8071829534614279,-1.6277703639014798,-1.5145096650169896,-1.8330927079429067,CCA,0.999999999997925,2.0750465418655525e-12,0.9999999999998594,1.5128819014411834e-10,depletolite,184983.8064834004,200149.63633398712,340879.8647695353,163809.52842871056,291704.9729023386,244923.2276347652,1489,Trihexyphenidyl,2,Carbonyl compounds,0.95,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,C14H21NO5,Bad quality,14,21,1,5,0,0,-0.5714285714285712,76.58571428571427,2,"InChI=1S/C20H31NO/c22-20(18-10-4-1-5-11-18,19-12-6-2-7-13-19)14-17-21-15-8-3-9-16-21/h1,4-5,10-11,19,22H,2-3,6-9,12-17H2",uncharacterized,"InChI=1S/C14H21NO5/c1-8(16)2-3-9-10-6-12(11(10)7-13(9)17)15-20-5-4-14(18)19/h2-3,8-11,13,16-17H,4-7H2,1H3,(H,18,19)",USULPJVRUXOIRG-UHFFFAOYSA-N
Day,13522,-5.62786888003776,-1.2390643050453836,-6.686407007169196,1.1634123415835538,0.6581130719825387,-0.18632354460873543,CCA,0.9999999999754716,2.4528370413857364e-11,0.9999999999998594,7.102081158658211e-10,depletolite,49448.980781249455,83522.16539062509,102993.3234335936,40521.90481249978,41718.54976171885,86719.14578710981,-1,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,N/A,uncharacterized,NA,NA
Day,13526,-9.489448859143188,-7.04870198435634,-9.70184555437514,0.7282119021629713,-6.410344171632166,-10.255693777434836,CCA,0.9999999999989471,1.052869526735776e-12,0.9999999999998594,1.502996197087392e-10,depletolite,718801.1262695442,132394.73900000122,832811.1387265283,359493.20454297063,85056.18082031165,1222563.5779687394,-1,Dialkyldisulfides,N/A,Dialkyldisulfides,0.98,CHEMONTID:0004089,4,CHEMONTID:0002800,CHEMONTID:0000000;CHEMONTID:0000004;CHEMONTID:0002800;CHEMONTID:0004089,Organic compounds,Organosulfur compounds,Organic disulfides,Dialkyldisulfides,NA,NA,NA,NA,C14H43N23O10,Low probability,14,43,23,10,0,0,3.2857142857142856,-33.34285714285714,3,N/A,uncharacterized,NA,NA
Day,13580,-8.090013184973248,-0.9117477609061269,-0.17887887104273492,-0.7455524491676448,-0.38454617138203395,-0.21043815187450315,CCA,0.9999999999983263,1.673684381573225e-12,0.9999999999998594,1.502996197087392e-10,depletolite,272481.2569375022,484701.6010820448,182674.1967539028,399000.0774843757,206804.1508437586,120722.03694531127,820,Methyl jasmonate,2,Carbonyl compounds,0.93,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,C14H24O4,Good,14,24,0,4,0,0,-1.1428571428571432,92.87142857142858,2,"InChI=1S/C13H20O3/c1-3-4-5-6-11-10(7-8-12(11)14)9-13(15)16-2/h4-5,10-11H,3,6-9H2,1-2H3/b5-4-",CHO,"InChI=1S/C14H24O4/c1-12(9-7-11-14(16)18-3)8-5-4-6-10-13(15)17-2/h1,4-11H2,2-3H3",BUFQLSZPALRKPU-UHFFFAOYSA-N
Day,13624,-5.626656992022624,-0.9438543711222479,5.274524440173786,0,-2.2008366928324614,-4.055692082504736,CCA,0.999999999975458,2.454201279124059e-11,0.9999999999998594,7.102211828504083e-10,depletolite,49407.460249999014,124110.92823436878,1000,1000,180013.54535546908,438953.954835934,-1,Carbonyl compounds,N/A,Carbonyl compounds,0.89,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,C13H25N3O3,Good,13,25,3,3,0,0,-0.7692307692307692,82.22307692307692,3,N/A,CHON,"InChI=1S/C13H25N3O3/c1-5-6-7-10(12(14)18)16-13(19)11(8(2)3)15-9(4)17/h8,10-11H,5-7H2,1-4H3,(H2,14,18)(H,15,17)(H,16,19)",VOPBWTPXNJGOKB-UHFFFAOYSA-N
Day,13727,-5.947910128392884,0,0,7.602286281355732,0,12.552116000849855,CCA,0.9999999999787441,2.1255845066621687e-11,0.9999999999998594,6.765805227502089e-10,depletolite,61730.438242188175,1000,1000,1000,1000,1000,4643,Hymeglusin,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C18H36N12O3,Low probability,18,36,12,3,0,0,0.3333333333333335,50.8,2,"InChI=1S/C18H28O5/c1-12(8-13(2)9-14(3)10-17(20)21)6-4-5-7-16-15(11-19)18(22)23-16/h9-10,12,15-16,19H,4-8,11H2,1-3H3,(H,20,21)/b13-9+,14-10+/t12-,15-,16-/m1/s1",uncharacterized,"InChI=1S/C18H36N12O3/c1-30(12-10-27-18(28-14(12)32)29-17(23)33)13(31)9-11(5-4-8-26-16(21)22)24-6-2-3-7-25-15(19)20/h11-12,24H,2-10H2,1H3,(H4,19,20,25)(H4,21,22,26)(H4,23,27,28,29,32,33)",CHNBYPRYKWYMFG-UHFFFAOYSA-N
Day,1385,-5.24039285268992,-3.4171313824948806,-0.819963509911472,-2.0708823711021553,-3.7536487960224156,-5.193896125073434,CCA,0.9993296695272585,6.703304727414736e-4,0.9999999999998594,0.012940574751837103,depletolite,43298460.947812736,15247178.59559359,61642491.717222616,29011180.436363515,72144311.79119158,88276660.43181512,701,Phenylpropanoids and polyketides#Organic acids and derivatives,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C20H35NO11,Good,20,35,1,11,0,0,-0.5,74.55,3,N/A,CHON,NA,NA
Day,14020,-6.53645487353632,0.6515854177453386,-1.4905228240489632,6.319700643736568,0,-2.0321154441511546,CCA,0.999999999983382,1.6618000973629876e-11,0.9999999999998594,6.280764920039277e-10,depletolite,92825.86015625368,268912.0614960946,131368.26079687357,1000,1000,176848.22503125685,7,Organic acids and derivatives#Organic nitrogen compounds#Lipids and lipid-like molecules,3,Amines,0.93,CHEMONTID:0002449,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA,C28H51NO9,Good,28,51,1,9,0,0,-1.0714285714285712,90.83571428571427,3,N/A,CHON,"InChI=1S/C28H51NO9/c1-4-6-8-10-12-14-16-21(31)20(19-37-26-25(34)24(33)23(32)22(18-30)38-26)29-27(35)28(3,36)17-15-13-11-9-7-5-2/h12-15,20-26,30-34,36H,4-11,16-19H2,1-3H3,(H,29,35)",BIKDUZIBFQKKLW-UHFFFAOYSA-N
Day,14025,-2.51966270369135,-0.3105809580972927,0.2322800561332837,-0.061263840712472276,0.24372391067581511,1.9351207046967118,CCA,0.9997027704616162,2.9722953838387485e-4,0.9999999999998594,0.006407661892342825,depletolite,19216623.211121075,4835924.913515601,3213333.2740937583,3436576.584953148,2643946.65718358,4337687.209394588,-1,Carbonyl compounds,N/A,Carbonyl compounds,0.98,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,C16H24O3,Good,16,24,0,3,0,0,-1.125,92.3625,3,N/A,CHO,"InChI=1S/C16H24O3/c1-10(15(18)19-4)12-5-7-16(3)8-6-14(17)11(2)13(16)9-12/h10,12H,5-9H2,1-4H3",FTOXNMDBPIADPU-UHFFFAOYSA-N
Day,1410,-3.454702503189326,-3.9540842623745087,-1.6048322700627367,-3.0833164627415637,-2.4036956142308847,-4.014443171597863,CCA,0.9999583541908723,4.164580912775428e-5,0.9999999999998594,0.0010148232673670144,depletolite,12357958.251226623,50301405.20970294,11794578.634386625,11319549.21479686,8598543.897501897,12850096.708804816,200,Spectral Match to Decaethylene glycol tridecyl ether from NIST14,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,N/A,uncharacterized,NA,NA
Day,14111,-6.59060308331831,-4.188002447152919,-3.056681059026427,0,0,0,CCA,0.9999999999969074,3.0926589692589607e-12,0.9999999999998594,1.7219426221703383e-10,depletolite,96376.07107031171,409759.9980390669,164215.31958789198,1000,1000,1000,83,Benzenoids,3,Primary amines,0.84,CHEMONTID:0002450,5,CHEMONTID:0002449,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449;CHEMONTID:0002450,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Primary amines,NA,NA,NA,C12H30N6O3P,Bad quality,12,30,6,3,1,0,-0.916666666666667,86.42500000000001,3,N/A,uncharacterized,NA,NA
Day,14157,-6.609887676451031,-1.811973520157846,0.11745807533394582,-0.7449340752722781,2.340201884320726,-0.08432665853994963,CCA,0.9999999999969246,3.075421761186153e-12,0.9999999999998594,1.7168858311351125e-10,depletolite,97672.98457617042,99133.08455078167,121128.05011718713,92965.40896484538,36841.12887890574,123484.7804414058,601,Organoheterocyclic compounds,3,Alcohols and polyols,0.97,CHEMONTID:0000129,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0000129,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,NA,NA,NA,NA,C15H28O7,Bad quality,15,28,0,7,0,0,-0.9333333333333336,86.9,3,N/A,uncharacterized,"InChI=1S/C15H28O7/c1-7-21-12(16)9-14(17)10-15(19-5,20-6)8-11(14)22-13(2,3)18-4/h11,17H,7-10H2,1-6H3",AJGICUGFOWADLH-UHFFFAOYSA-N
Day,14183,-7.841335790615287,-6.899135820000322,-10.35310266753455,6.096310084216135,0,0.6875392654497138,CCA,0.9999999999981526,1.8474178148994997e-12,0.9999999999998594,1.5073322384138045e-10,depletolite,229338.66443749506,119356.70636328537,1307959.965390651,1000,1000,216615.93577343668,87,Primary amines,N/A,Primary amines,0.99,CHEMONTID:0002450,5,CHEMONTID:0002449,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449;CHEMONTID:0002450,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Primary amines,NA,NA,NA,C20H51N10O8P2,Good,20,51,10,8,2,0,-0.75,81.675,3,N/A,CHONP,NA,NA
Day,14206,-5.867985638248446,5.954759761592468,6.59249255398377,5.673455546287713,5.644558982715983,5.116285285490762,CCA,0.9999999999779848,2.2015164912552436e-11,0.9999999999998594,6.827518515154767e-10,depletolite,58403.60986718782,1000,1000,1000,1000,1000,1845,"[4,5-dihydroxy-3,4-bis(hydroxymethyl)-4a,8,8-trimethyl-5,6,7,8a-tetrahydro-1H-naphthalen-1-yl] hexanoate",2,Pyrimidines and pyrimidine derivatives,0.94,CHEMONTID:0000075,4,CHEMONTID:0001346,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0001346;CHEMONTID:0000075,Organic compounds,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,NA,NA,NA,NA,C16H19N11O2,Low probability,16,19,11,2,0,0,1.125,28.237499999999997,2,"InChI=1S/C21H36O6/c1-5-6-7-8-17(25)27-15-11-14(12-22)21(26,13-23)20(4)16(24)9-10-19(2,3)18(15)20/h11,15-16,18,22-24,26H,5-10,12-13H2,1-4H3",uncharacterized,NA,NA
Day,14220,-7.341095135633597,-7.943988375837465,-7.930938567205236,-11.068214885816747,-6.658697082272681,-6.355424382163698,CCA,0.9999999999976346,2.3654155932109286e-12,0.9999999999998594,1.5427782065907887e-10,depletolite,162139.87611328284,246251.44427538844,23970372.846869133,2147161.3403515727,101034.00150781283,81879.15917578146,21,Fastigilin B,2,Carboxylic acid derivatives,0.99,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,C21H41NO5,Good,21,41,1,5,0,0,-1.333333333333333,98.29999999999998,2,"InChI=1S/C20H26O6/c1-9(2)8-14(22)25-18-15-11(4)19(24)26-17(15)16(23)10(3)12-6-7-13(21)20(12,18)5/h6-8,10-12,15-18,23H,1-5H3/t10-,11-,12-,15+,16+,17-,18-,20-/m0/s1",CHON,"InChI=1S/C21H41NO5/c1-5-6-7-8-9-10-11-12-13-14-18(23)15-21(26)27-19(16-20(24)25)17-22(2,3)4/h18-19,23H,5-17H2,1-4H3",GFAZJTUXMHGTOC-UHFFFAOYSA-N
Day,14222,-7.283942598910226,-5.98220103310593,-6.287728974241368,-10.00707713060081,0,-5.484438842630442,CCA,0.9999999999974658,2.5341404833807636e-12,0.9999999999998594,1.579018326699453e-10,depletolite,155842.24970703118,63215.263283203996,5604084.523835931,1029035.5658261812,1000,44769.33062500001,21,Lipids and lipid-like molecules,3,Carboxylic acid derivatives,0.94,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,C21H39NO5,Good,21,39,1,5,0,0,-1.2380952380952381,95.58571428571429,3,N/A,CHON,"InChI=1S/C21H39NO5/c1-5-6-7-8-9-10-11-12-13-14-18(23)15-21(26)27-19(16-20(24)25)17-22(2,3)4/h8-9,18-19,23H,5-7,10-17H2,1-4H3",JPNOKZQZVLXQNC-UHFFFAOYSA-N
Day,14243,-5.30734670404951,-0.8455518494369593,0.668262905279645,5.330050412857823,-5.638549520620409,5.278679056314476,CCA,0.9999999999714746,2.8525324727107742e-11,0.9999999999998594,7.710000043334376e-10,depletolite,39597.75418554709,802281.278566407,34449.998202148105,1000,49816.42269531157,1000,3808,Tetrabenazine,1,Carbonyl compounds,0.85,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,C15H29N2O5,Good,15,29,2,5,0,0,-0.8666666666666663,84.99999999999999,1,"InChI=1S/C19H27NO3/c1-12(2)7-14-11-20-6-5-13-8-18(22-3)19(23-4)9-15(13)16(20)10-17(14)21/h8-9,12,14,16H,5-7,10-11H2,1-4H3",CHON,NA,NA
Day,14281,-7.615869900049414,8.760163373322447,0,10.311034430059118,11.140838338201934,10.376629087356102,CCA,0.9999999999889022,1.1097749466986681e-11,0.9999999999998594,5.048702400101647e-10,depletolite,196157.6649218761,1000,1000,1000,1000,1000,-1,Carbonyl compounds,N/A,Carbonyl compounds,0.87,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,C22H36N2O6,Bad quality,22,36,2,6,0,0,-0.8181818181818183,83.61818181818182,3,N/A,uncharacterized,"InChI=1S/C22H36N2O6/c23-21(25)4-2-1-3-13(5-14-9-27-14)18(6-15-10-28-15)19(7-16-11-29-16)20(22(24)26)8-17-12-30-17/h13-20H,1-12H2,(H2,23,25)(H2,24,26)",NPKKRRKQIJHAJB-UHFFFAOYSA-N
Day,14286,-7.8785348709564325,-2.015641639440941,-3.3878752781857955,-3.8752616233862476,-3.644550806528295,-4.082236172953927,CCA,0.9999999999981122,1.8878562590350897e-12,0.9999999999998594,1.509601129550997e-10,depletolite,235328.92885741772,539958.3594121194,804958.1583007519,705451.4204062589,415960.8433710856,357266.17092578125,-1,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C18H30O9,Bad quality,18,30,0,9,0,0,-0.666666666666667,79.30000000000001,3,N/A,uncharacterized,"InChI=1S/C18H30O9/c1-16(2)6-4-7-17(3,18(16,25)8-5-11(20)21)27-15-14(24)13(23)12(22)10(9-19)26-15/h5,8,10,12-15,19,22-25H,4,6-7,9H2,1-3H3,(H,20,21)",MXXJEARCTFETCG-UHFFFAOYSA-N
Day,14373,-6.43508125265209,7.1772223020880235,4.265399108773867,0.413507029073645,4.4917303341644335,-0.16870375291941503,CCA,0.9999999999826876,1.7312438097907558e-11,0.9999999999998594,6.351272959963066e-10,depletolite,86527.1663906255,1000,1000,88578.09694140646,1000,42519.18812109351,1362,14-Dehydroandrographolide,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C17H30N10O3,Low probability,17,30,10,3,0,0,0.3529411764705883,50.24117647058823,2,"InChI=1S/C20H28O4/c1-13-4-7-16-19(2,10-8-17(22)20(16,3)12-21)15(13)6-5-14-9-11-24-18(14)23/h5-6,9,15-17,21-22H,1,4,7-8,10-12H2,2-3H3/b6-5+/t15-,16?,17-,19+,20+/m1/s1",uncharacterized,"InChI=1S/C17H30N10O3/c18-3-1-5-26(6-2-4-22-17(20)21)7-10-12(28)13(29)16(30-10)27-9-25-11-14(19)23-8-24-15(11)27/h8-10,12-13,16,28-29H,1-7,18H2,(H2,19,23,24)(H4,20,21,22)",ALBPVVFHRWZNEG-UHFFFAOYSA-N
Day,14374,-3.586550447858073,0.017329517246676363,-1.3338156397961736,-0.14680026983371097,0.8838491568259971,-0.3836298279319786,CCA,0.9994786352162615,5.213647837385152e-4,0.9999999999998594,0.010468320462899645,depletolite,46029832.13206445,4530267.853515617,5157162.309859378,6253917.0653750105,2965884.4669375145,6889529.968999997,3475,"2-Amino-2-methyl-1,3-propanediol",2,Carbonyl compounds,0.92,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,C15H23NO4,Low probability,15,23,1,4,0,0,-0.7999999999999998,83.1,2,"InChI=1S/C4H11NO2/c1-4(5,2-6)3-7/h6-7H,2-3,5H2,1H3",uncharacterized,"InChI=1S/C15H23NO4/c1-3-19-14(17)13(15(18)20-4-2)12(10-16)11-8-6-5-7-9-11/h11-13H,3-9H2,1-2H3",DIFGOPBSLVJFIY-UHFFFAOYSA-N
Day,14377,-5.654523911015343,-1.241820594231847,-2.7615934791199135,-0.10861574392071495,-0.5415928818327633,-2.4635627331873766,CCA,0.9999999999757692,2.423088027879191e-11,0.9999999999998594,7.055785965875799e-10,depletolite,50371.08531249985,169174.28685156282,220324.62864062545,122855.26864843855,28673.33408398391,186519.08276953147,-1,"trans-2-Butene-1,4-dicarboxylic acid",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C9H28N6OP,Bad quality,9,28,6,1,1,0,-1.4444444444444446,101.46666666666667,2,"InChI=1S/C6H8O4/c7-5(8)3-1-2-4-6(9)10/h1-2H,3-4H2,(H,7,8)(H,9,10)/b2-1+",uncharacterized,NA,NA
