feature_number,network,combined_ID,binary_ID,canopus_annotation,canopus_probability,chemontid,level.x,SUBCLASS,CHEMONT_STRING,level 1,level 2,level 3,level 4,level 5,level 6,level 7,level 8,characterization scores,C,H,N,O,P,S,NOSC,dG,inchi_binary,inchi_combined,chemical composition,DayNight,CCA,Dictyota,Pocillopora verrucosa,Porites lobata,Turf,number_exudate_organisms,Organism,lability,Experiment,Replicate,Timepoint,ra,color,inchi_key,inchi_string,inchi_1,inchi_2,inchi_3,inchi_4,inchi_5,inchi_6,inchi_7,inchi_8,level.y,classification
15119,-1,Carboxylic acid derivatives,N/A,Carboxylic acid derivatives,0.85,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,Good,19,37,1,5,0,0,-1.2631578947368425,96.30000000000001,3,N/A,CHON,Night,NA,NA,NA,5.66742968667499e-4,NA,1,Porites lobata,labile,dorcierr,2,Exudate,2.145177050631163e-5,#3B9AB2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15127,5298,Amines,N/A,Amines,1,CHEMONTID:0002449,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA,Good,22,42,15,3,1,0,0.18181818181818166,55.11818181818182,3,N/A,CHONP,Night,NA,NA,NA,NA,0.004828618433301432,1,Turf,labile,dorcierr,1,Exudate,1.908561138506822e-6,#D1C74C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15127,5298,Amines,N/A,Amines,1,CHEMONTID:0002449,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA,Good,22,42,15,3,1,0,0.18181818181818166,55.11818181818182,3,N/A,CHONP,Night,NA,NA,NA,NA,0.004828618433301432,1,Turf,labile,dorcierr,2,Exudate,4.172091264867182e-6,#D1C74C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15177,149,Carboxylic acid derivatives,N/A,Carboxylic acid derivatives,0.87,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,Low probability,19,43,5,7,0,0,-0.7368421052631575,81.29999999999998,3,N/A,uncharacterized,Night,NA,NA,0.012548780377323559,NA,NA,1,Pocillopora verrucosa,labile,dorcierr,1,Exudate,2.0617928727648774e-6,#F21A00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15177,149,Carboxylic acid derivatives,N/A,Carboxylic acid derivatives,0.87,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,Low probability,19,43,5,7,0,0,-0.7368421052631575,81.29999999999998,3,N/A,uncharacterized,Night,NA,NA,0.012548780377323559,NA,NA,1,Pocillopora verrucosa,labile,dorcierr,2,Exudate,5.20102319096451e-6,#F21A00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15334,-1,Isoalantolactone,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"InChI=1S/C15H20O2/c1-9-5-4-6-15(3)8-13-11(7-12(9)15)10(2)14(16)17-13/h11-13H,1-2,4-8H2,3H3/t11?,12?,13?,15-/m1/s1",uncharacterized,Night,NA,5.442882467836436e-4,NA,NA,NA,1,Dictyota,labile,dorcierr,1,Exudate,4.199050063139848e-4,#F21A00,CVUANYCQTOGILD-CDKPOMLUSA-N,"Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Terpene lactones;Sesquiterpene lactones;Eudesmanolides, secoeudesmanolides, and derivatives;NA;NA",Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,Sesquiterpene lactones,"Eudesmanolides, secoeudesmanolides, and derivatives","NA","NA",6,"Eudesmanolides, secoeudesmanolides, and derivatives"
15334,-1,Isoalantolactone,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"InChI=1S/C15H20O2/c1-9-5-4-6-15(3)8-13-11(7-12(9)15)10(2)14(16)17-13/h11-13H,1-2,4-8H2,3H3/t11?,12?,13?,15-/m1/s1",uncharacterized,Night,NA,5.442882467836436e-4,NA,NA,NA,1,Dictyota,labile,dorcierr,2,Exudate,2.593561506908197e-4,#F21A00,CVUANYCQTOGILD-CDKPOMLUSA-N,"Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Terpene lactones;Sesquiterpene lactones;Eudesmanolides, secoeudesmanolides, and derivatives;NA;NA",Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,Sesquiterpene lactones,"Eudesmanolides, secoeudesmanolides, and derivatives","NA","NA",6,"Eudesmanolides, secoeudesmanolides, and derivatives"
15339,-1,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bad quality,18,35,0,9,0,0,-0.9444444444444446,87.21666666666667,3,N/A,uncharacterized,Night,NA,NA,0.03201344301686454,NA,NA,1,Pocillopora verrucosa,labile,dorcierr,1,Exudate,4.0475639426394355e-5,#F21A00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15339,-1,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bad quality,18,35,0,9,0,0,-0.9444444444444446,87.21666666666667,3,N/A,uncharacterized,Night,NA,NA,0.03201344301686454,NA,NA,1,Pocillopora verrucosa,labile,dorcierr,2,Exudate,1.0208951230745055e-4,#F21A00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15373,1196,Amines,N/A,Amines,0.99,CHEMONTID:0002449,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA,Low probability,14,27,1,2,0,0,-1.4285714285714288,101.01428571428572,3,N/A,uncharacterized,Night,NA,NA,NA,0.004077642982416931,NA,1,Porites lobata,labile,dorcierr,1,Exudate,7.227756797301778e-6,#F21A00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15373,1196,Amines,N/A,Amines,0.99,CHEMONTID:0002449,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA,Low probability,14,27,1,2,0,0,-1.4285714285714288,101.01428571428572,3,N/A,uncharacterized,Night,NA,NA,NA,0.004077642982416931,NA,1,Porites lobata,labile,dorcierr,2,Exudate,4.0186692613299044e-6,#F21A00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15427,-1,Amines,N/A,Amines,0.89,CHEMONTID:0002449,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA,Bad quality,23,45,1,6,0,0,-1.304347826086956,97.47391304347825,3,N/A,uncharacterized,Night,NA,NA,0.005241066144094263,NA,NA,1,Pocillopora verrucosa,labile,dorcierr,1,Exudate,2.3541847207993652e-6,#F21A00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15427,-1,Amines,N/A,Amines,0.89,CHEMONTID:0002449,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA,Bad quality,23,45,1,6,0,0,-1.304347826086956,97.47391304347825,3,N/A,uncharacterized,Night,NA,NA,0.005241066144094263,NA,NA,1,Pocillopora verrucosa,labile,dorcierr,2,Exudate,4.7982252410428536e-6,#F21A00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15431,-1,Monoalkylamines,N/A,Monoalkylamines,0.84,CHEMONTID:0000469,6,CHEMONTID:0002450,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449;CHEMONTID:0002450;CHEMONTID:0000469,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Primary amines,Monoalkylamines,NA,NA,Good,15,23,2,3,0,0,-0.7333333333333334,81.2,3,N/A,CHON,Night,NA,NA,0.003944246656955601,NA,NA,1,Pocillopora verrucosa,labile,dorcierr,1,Exudate,5.151345919541578e-5,#3B9AB2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15431,-1,Monoalkylamines,N/A,Monoalkylamines,0.84,CHEMONTID:0000469,6,CHEMONTID:0002450,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449;CHEMONTID:0002450;CHEMONTID:0000469,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Primary amines,Monoalkylamines,NA,NA,Good,15,23,2,3,0,0,-0.7333333333333334,81.2,3,N/A,CHON,Night,NA,NA,0.003944246656955601,NA,NA,1,Pocillopora verrucosa,labile,dorcierr,2,Exudate,5.4482663701917756e-5,#3B9AB2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15438,141,3-Iodo-L-tyrosine,2,Phosphate esters,0.99,CHEMONTID:0000408,4,CHEMONTID:0000402,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000402;CHEMONTID:0000408,Organic compounds,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,NA,NA,NA,NA,Low probability,9,8,1,10,1,0,1.1111111111111112,28.63333333333333,2,"InChI=1S/C9H10INO3/c10-6-3-5(1-2-8(6)12)4-7(11)9(13)14/h1-3,7,12H,4,11H2,(H,13,14)",uncharacterized,Night,NA,NA,NA,0.009001750128581953,NA,1,Porites lobata,labile,dorcierr,1,Exudate,7.577292909432773e-6,#F21A00,UQTZMGFTRHFAAM-UHFFFAOYSA-N,"Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues;Amino acids and derivatives;Alpha amino acids and derivatives;Tyrosine and derivatives;NA",Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,Alpha amino acids and derivatives,Tyrosine and derivatives,"NA",7,Tyrosine and derivatives
15438,141,3-Iodo-L-tyrosine,2,Phosphate esters,0.99,CHEMONTID:0000408,4,CHEMONTID:0000402,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000402;CHEMONTID:0000408,Organic compounds,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,NA,NA,NA,NA,Low probability,9,8,1,10,1,0,1.1111111111111112,28.63333333333333,2,"InChI=1S/C9H10INO3/c10-6-3-5(1-2-8(6)12)4-7(11)9(13)14/h1-3,7,12H,4,11H2,(H,13,14)",uncharacterized,Night,NA,NA,NA,0.009001750128581953,NA,1,Porites lobata,labile,dorcierr,2,Exudate,5.396259950227913e-6,#F21A00,UQTZMGFTRHFAAM-UHFFFAOYSA-N,"Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues;Amino acids and derivatives;Alpha amino acids and derivatives;Tyrosine and derivatives;NA",Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,Alpha amino acids and derivatives,Tyrosine and derivatives,"NA",7,Tyrosine and derivatives
15479,918,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bad quality,NA,NA,NA,NA,NA,NA,NA,NA,3,N/A,uncharacterized,Night,NA,NA,NA,NA,0.011660137018896627,1,Turf,labile,dorcierr,1,Exudate,3.7469182749642027e-6,#F21A00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15479,918,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bad quality,NA,NA,NA,NA,NA,NA,NA,NA,3,N/A,uncharacterized,Night,NA,NA,NA,NA,0.011660137018896627,1,Turf,labile,dorcierr,2,Exudate,5.854744938348601e-6,#F21A00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15498,1295,all-trans-4-Hydroxyretinoic acid,2,Carbonyl compounds,0.93,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Good,22,33,1,4,0,0,-1,88.8,2,"InChI=1S/C20H28O3/c1-14(7-6-8-15(2)13-19(22)23)9-10-17-16(3)18(21)11-12-20(17,4)5/h6-10,13,18,21H,11-12H2,1-5H3,(H,22,23)/b8-6+,10-9+,14-7+,15-13+",CHON,Night,NA,0,NA,NA,NA,1,Dictyota,labile,dorcierr,1,Exudate,0.001089711129322906,#3B9AB2,KGUMXGDKXYTTEY-FRCNGJHJSA-N,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Retinoids;Retinoids;NA;NA;NA,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Retinoids,Retinoids,"NA","NA","NA",5,Retinoids
15498,1295,all-trans-4-Hydroxyretinoic acid,2,Carbonyl compounds,0.93,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Good,22,33,1,4,0,0,-1,88.8,2,"InChI=1S/C20H28O3/c1-14(7-6-8-15(2)13-19(22)23)9-10-17-16(3)18(21)11-12-20(17,4)5/h6-10,13,18,21H,11-12H2,1-5H3,(H,22,23)/b8-6+,10-9+,14-7+,15-13+",CHON,Night,NA,0,NA,NA,NA,1,Dictyota,labile,dorcierr,2,Exudate,0.0010478023142317956,#3B9AB2,KGUMXGDKXYTTEY-FRCNGJHJSA-N,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Retinoids;Retinoids;NA;NA;NA,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Retinoids,Retinoids,"NA","NA","NA",5,Retinoids
15525,2237,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,18,46,12,2,1,0,-0.6111111111111107,77.71666666666665,3,N/A,CHONP,Night,NA,NA,5.27061030971061e-7,NA,NA,1,Pocillopora verrucosa,labile,dorcierr,1,Exudate,9.168802550147784e-6,#D1C74C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15525,2237,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,18,46,12,2,1,0,-0.6111111111111107,77.71666666666665,3,N/A,CHONP,Night,NA,NA,5.27061030971061e-7,NA,NA,1,Pocillopora verrucosa,labile,dorcierr,2,Exudate,1.156481224687635e-5,#D1C74C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15587,-1,Ricinoleic Acid methyl ester,2,Carbonyl compounds,0.93,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Low probability,24,52,3,6,1,0,-1.5,103.05,2,"InChI=1S/C19H36O3/c1-3-4-5-12-15-18(20)16-13-10-8-6-7-9-11-14-17-19(21)22-2/h10,13,18,20H,3-9,11-12,14-17H2,1-2H3/b13-10-/t18-/m1/s1",uncharacterized,Night,NA,NA,8.03065061258556e-12,NA,NA,1,Pocillopora verrucosa,labile,dorcierr,1,Exudate,6.00556592981195e-5,#F21A00,XKGDWZQXVZSXAO-ADYSOMBNSA-N,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;Fatty alcohols;Fatty alcohols;NA;NA;NA,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,Fatty alcohols,"NA","NA","NA",5,Fatty alcohols
15587,-1,Ricinoleic Acid methyl ester,2,Carbonyl compounds,0.93,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Low probability,24,52,3,6,1,0,-1.5,103.05,2,"InChI=1S/C19H36O3/c1-3-4-5-12-15-18(20)16-13-10-8-6-7-9-11-14-17-19(21)22-2/h10,13,18,20H,3-9,11-12,14-17H2,1-2H3/b13-10-/t18-/m1/s1",uncharacterized,Night,NA,NA,8.03065061258556e-12,NA,NA,1,Pocillopora verrucosa,labile,dorcierr,2,Exudate,4.9471568911554674e-5,#F21A00,XKGDWZQXVZSXAO-ADYSOMBNSA-N,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;Fatty alcohols;Fatty alcohols;NA;NA;NA,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,Fatty alcohols,"NA","NA","NA",5,Fatty alcohols
15601,80,Carboxylic acid derivatives,N/A,Carboxylic acid derivatives,0.98,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,Low probability,20,37,1,10,0,0,-0.7000000000000002,80.25,3,N/A,uncharacterized,Night,3.9648836189648843e-4,NA,NA,NA,NA,1,CCA,labile,dorcierr,1,Exudate,5.2829151448848524e-5,#F21A00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15601,80,Carboxylic acid derivatives,N/A,Carboxylic acid derivatives,0.98,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,Low probability,20,37,1,10,0,0,-0.7000000000000002,80.25,3,N/A,uncharacterized,Night,3.9648836189648843e-4,NA,NA,NA,NA,1,CCA,labile,dorcierr,2,Exudate,4.785128212955602e-5,#F21A00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15782,1876,Cer(d18:2/20:1); [M+H]+ C38H72N1O3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,N/A,uncharacterized,Night,NA,NA,NA,0.02894161800597468,NA,1,Porites lobata,labile,dorcierr,1,Exudate,9.419954204346131e-6,#F21A00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15782,1876,Cer(d18:2/20:1); [M+H]+ C38H72N1O3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,N/A,uncharacterized,Night,NA,NA,NA,0.02894161800597468,NA,1,Porites lobata,labile,dorcierr,2,Exudate,8.284370841135761e-6,#F21A00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15850,814,"[(6E,10Z)-6-formyl-10-(hydroxymethyl)-3-methylidene-2-oxo-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-4-yl] 3-methylbutanoate",2,Carbonyl compounds,0.92,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Good,16,29,1,8,0,0,-0.625,78.1125,2,"InChI=1S/C20H26O6/c1-12(2)7-18(23)25-16-8-14(10-21)5-4-6-15(11-22)9-17-19(16)13(3)20(24)26-17/h5,9-10,12,16-17,19,22H,3-4,6-8,11H2,1-2H3/b14-5+,15-9-",CHON,Night,NA,NA,1.066633104346733e-4,NA,NA,1,Pocillopora verrucosa,labile,dorcierr,1,Exudate,5.7177763855376797e-5,#3B9AB2,XZPCFZLGAZNCOI-ILTOVDSJSA-N,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Terpene lactones;Sesquiterpene lactones;Germacranolides and derivatives;NA;NA,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,Sesquiterpene lactones,Germacranolides and derivatives,"NA","NA",6,Germacranolides and derivatives
15850,814,"[(6E,10Z)-6-formyl-10-(hydroxymethyl)-3-methylidene-2-oxo-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-4-yl] 3-methylbutanoate",2,Carbonyl compounds,0.92,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Good,16,29,1,8,0,0,-0.625,78.1125,2,"InChI=1S/C20H26O6/c1-12(2)7-18(23)25-16-8-14(10-21)5-4-6-15(11-22)9-17-19(16)13(3)20(24)26-17/h5,9-10,12,16-17,19,22H,3-4,6-8,11H2,1-2H3/b14-5+,15-9-",CHON,Night,NA,NA,1.066633104346733e-4,NA,NA,1,Pocillopora verrucosa,labile,dorcierr,2,Exudate,6.738963894605858e-5,#3B9AB2,XZPCFZLGAZNCOI-ILTOVDSJSA-N,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Terpene lactones;Sesquiterpene lactones;Germacranolides and derivatives;NA;NA,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,Sesquiterpene lactones,Germacranolides and derivatives,"NA","NA",6,Germacranolides and derivatives
15854,-1,Carbohydrates and carbohydrate conjugates,N/A,Carbohydrates and carbohydrate conjugates,0.97,CHEMONTID:0000011,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0000011,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,NA,NA,NA,NA,Low probability,29,49,1,12,0,0,-0.7586206896551726,81.92068965517242,3,N/A,uncharacterized,Night,NA,NA,2.232166517539416e-10,NA,NA,1,Pocillopora verrucosa,labile,dorcierr,1,Exudate,6.746392308516469e-6,#F21A00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15854,-1,Carbohydrates and carbohydrate conjugates,N/A,Carbohydrates and carbohydrate conjugates,0.97,CHEMONTID:0000011,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0000011,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,NA,NA,NA,NA,Low probability,29,49,1,12,0,0,-0.7586206896551726,81.92068965517242,3,N/A,uncharacterized,Night,NA,NA,2.232166517539416e-10,NA,NA,1,Pocillopora verrucosa,labile,dorcierr,2,Exudate,5.212163143596601e-6,#F21A00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15861,1922,Amines,N/A,Amines,0.95,CHEMONTID:0002449,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA,Low probability,22,37,11,5,0,0,0.27272727272727293,52.52727272727272,3,N/A,uncharacterized,Night,NA,NA,0.005171874876470004,NA,NA,1,Pocillopora verrucosa,labile,dorcierr,1,Exudate,1.1891623608732778e-5,#F21A00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15861,1922,Amines,N/A,Amines,0.95,CHEMONTID:0002449,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA,Low probability,22,37,11,5,0,0,0.27272727272727293,52.52727272727272,3,N/A,uncharacterized,Night,NA,NA,0.005171874876470004,NA,NA,1,Pocillopora verrucosa,labile,dorcierr,2,Exudate,1.6553019833128425e-5,#F21A00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15910,1922,Primary amines,N/A,Primary amines,0.97,CHEMONTID:0002450,5,CHEMONTID:0002449,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449;CHEMONTID:0002450,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Primary amines,NA,NA,NA,Low probability,15,36,15,4,1,0,0.7999999999999998,37.5,3,N/A,uncharacterized,Night,NA,NA,0.007633773836118337,NA,NA,1,Pocillopora verrucosa,labile,dorcierr,1,Exudate,4.903577090343716e-5,#F21A00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15910,1922,Primary amines,N/A,Primary amines,0.97,CHEMONTID:0002450,5,CHEMONTID:0002449,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449;CHEMONTID:0002450,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Primary amines,NA,NA,NA,Low probability,15,36,15,4,1,0,0.7999999999999998,37.5,3,N/A,uncharacterized,Night,NA,NA,0.007633773836118337,NA,NA,1,Pocillopora verrucosa,labile,dorcierr,2,Exudate,6.090374683295072e-5,#F21A00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16278,343,O-Arachidonoylglycidol,2,Dialkyl phosphates,1,CHEMONTID:0003459,6,CHEMONTID:0003457,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000402;CHEMONTID:0000408;CHEMONTID:0003457;CHEMONTID:0003459,Organic compounds,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,Alkyl phosphates,Dialkyl phosphates,NA,NA,Good,25,44,1,7,1,0,-1.2800000000000002,96.78,2,"InChI=1S/C23H36O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-23(24)26-21-22-20-25-22/h6-7,9-10,12-13,15-16,22H,2-5,8,11,14,17-21H2,1H3/b7-6-,10-9-,13-12-,16-15-",CHONP,Night,NA,NA,NA,0.011816290698073236,NA,1,Porites lobata,labile,dorcierr,1,Exudate,4.328676760621297e-5,#D1C74C,ACYNJBAUKQMZDF-DOFZRALJSA-N,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;Fatty acid esters;Glycidol esters;NA;NA;NA,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Glycidol esters,"NA","NA","NA",5,Glycidol esters
